"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"my-ale-1b737e30253d09270ae337e39f47ece5fdda63cc","LegalEntity","A.A.M Global Corporation Sdn Bhd","","","","","","2017-05-17","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-1b778c924dfb10b08b9dc201e5568c8772149133","LegalEntity","Destiny Resources Services","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-1b7f621bece38981631499d17ccb66ed04da7849","LegalEntity","Royal Gold Sdn Bhd (1005830-X)","","","","","","2012-09-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-1bbafcfe1204fb017a1e4b87cbf157dabd186f84","LegalEntity","OG1 Asean","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-1da3f027c73c9bc8e8343697d5c1e33e8d74c952","LegalEntity","Agar Wood Chamber of Commerce Malaysia","","","","","","2015-05-21","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-1e23faa4c47a44297bfe2bdf0a7bfe1d54e9fd6d","LegalEntity","Build Rich Agrotech Berhad","","","","","","2014-02-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-1e601ff05f1c97d9b299a6dc3fb907b2dd5fdab6","LegalEntity","Kewangan MyHasil VPW Malaysia (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-1eff07a73640ec5e8ebe6880e4fdb80aee291675","LegalEntity","Strategic Solution (Goldex Group International Limited)","","","","","","2017-09-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-1f1064b0e4603911de749febe32cef6faf7a6d55","LegalEntity","Smart Halal (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-1f9228aeb8bf6b84ce5ec068342fcc757dd90e5d","LegalEntity","CYL Asia Enterprise","","","","","","2017-06-29","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-203808860067daf8c57b21d1e6324834207560a1","LegalEntity","Green Forest Global Sdn Bhd (987049-P)","","","","","","2013-07-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-20932ce8f360cbebea6a8a2569b52da873202977","LegalEntity","Live Coin Express","","","","","","2017-06-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-211570134727a5928c0d46417ff2b5d5cf11d620","LegalEntity","SQD Academy","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-08-28T20:56:03","2026-09-12T20:56:02","2025-08-28T20:56:03"
"my-ale-21570d21eed9100f57b77d7f410b282d99b2b6fe","LegalEntity","Dana BPIP","","","","","","2019-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-217297364803ceb54831d9656540b640d246b850","LegalEntity","Real Biz Pasif","","","","","","2013-11-12","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-21b7eab69f6cea01a94192eb8e8ff6c899a52b6c","LegalEntity","RaiseFX","","","","","","2023-12-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-23210e2fb3dbb31c30c972dc366fea94ee20cdad","LegalEntity","Premier Ventures Gold","","","","","","2013-03-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-23aefdde28cdcd59d38993cd71e5f5cea9e5fa73","LegalEntity","Prestige Dairy Farm (M) Berhad (832757-A)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-23c212389767a58deeeed6f6df44d8528f27652d","LegalEntity","Tabung Dana Ehsan","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-240881c6af84afd54a297c0bd25685fff4c4f786","LegalEntity","AU Niaga Sdn Bhd (907806-W)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-24801c310550fb190ae428e2cfd18f754dca4339","LegalEntity","Build Rich Group Holding","","","","","","2014-02-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-24b6bd7585680ae355185f9f119121866cce58f8","LegalEntity","Personal Trust","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-24f45c2103f4f462707ad6ed41b0869f3b45a14c","LegalEntity","CG International","","","","","","2017-07-31","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-26997a4c2ce45d149702ecf5ae41c53e5f52fd9e","LegalEntity","Urustabil Sdn Bhd (545426-X)","","","","","","2012-09-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-274c0c664301d538a544b6e0dce4f4839e25b85a","LegalEntity","Ryan Roca Macha 902 Golden Investment Trading","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-274d44477f668d175aebf46449b13d4f3c5b8b8f","LegalEntity","Ultimate Power Profits","","","","","","2012-10-16","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-27b7db37fb9cf33d0a7002bfd478932eb808e003","LegalEntity","V Save FX Trading (002482098 - K)","","","","","","2017-09-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-27e77ce40c1d880f8a6e91c86a4f5172cc554171","LegalEntity","Skim Pelaburan ROP","","","","","","2019-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-28015f9d40075782787bc170f8586eaba277cd76","LegalEntity","Million Jade Sdn Bhd","","","","","","2015-05-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-29b083ff2154892dba0e1ee50e811438fb580177","LegalEntity","TopproFX","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-2a31d2afea022243d1b993ca6486877d95347ded","LegalEntity","LocalAdClick","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-2a7d77929b1c73f9654b790eb61869075fde6d0d","LegalEntity","Suliz Pearl Mines","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-2c2c8ab0baeb427e1f174a3de74131f8ebff1ee4","LegalEntity","VC Gold Sdn Bhd (722295-T)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-2d8f3275c4bfdd0222c4baf50825597a26cb9b6e","LegalEntity","CFAF Wakala","","","","","","2019-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-2df55c2b1eeeee87fbb8159e9652d30abf183ae3","LegalEntity","Study Sphere Excellentte Consultancy 507 (potential clone entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-2e0681684914e686936ef2694ff48090c1c44789","LegalEntity","Forex4you","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-2eaf760e00aa7f91c21f4368eee5a15970313a84","LegalEntity","Delta Wealth Services (002194713-K)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-2f577d35fb4e1304b52980516103ca46b6bf03f8","LegalEntity","ArkianFX","","","","","","2019-03-18","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-2fac1be392b5023cf63acc457dd7f7264c84dfd3","LegalEntity","Berjaya Tabung Haji (Potential Clone Entity)","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-3085ac2e0a072dd889906e3aaea5ed3f95ed50fe","LegalEntity","Aurawave Marketing Sdn. Bhd","","","","","","2015-05-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-30cd8890dfbf78cd4c064ccf28d74752402f2b5c","LegalEntity","Pembiayaan Dividen CAPSRING TEMASIK 186 (potential clone entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-31840ca3585ce80b92e591f1db04e0bab0b388eb","LegalEntity","Sejati Agarwood Enterprise","","","","","","2014-05-21","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-322c01ea1e2328da2b4b00b38850669ff5db6857","LegalEntity","Skim Pelaburan SMMG","","","","","","2019-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-322ebaaf956df3e31604761f668b4ceb0f8fbf90","LegalEntity","Fidelity Investment (potential clone entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-08-28T20:56:03","2026-09-12T20:56:02","2026-07-31T12:17:31"
"my-ale-32690629b09f2c7c2ce98cf1534ae1a4ea5eca68","LegalEntity","Sahabat Invest","","","","","","2025-03-28","","","","Malaysia Financial Consumer Alert List","2025-03-29T20:56:05","2026-09-12T20:56:02","2025-03-29T20:56:05"
"my-ale-3419b16be4684ebd38ad4999da0dfff0d926a4f7","LegalEntity","Sejahtera Invest","","","","","","2025-03-28","","","","Malaysia Financial Consumer Alert List","2025-03-29T20:56:05","2026-09-12T20:56:02","2025-03-29T20:56:05"
"my-ale-3514a2126328804202b4911be093483a8890bc42","LegalEntity","Energetic Gateway Sdn Bhd (511826-X)","","","","","","2013-01-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-354fd6b4c87e370dd6847f380d1ab30a345d27fa","LegalEntity","HAFX Global Venture Sdn Bhd","","","","","","2015-10-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-35936276a294a4de6a653783ee31bb06df9b44b5","LegalEntity","Al-Saliha Worlwide Sdn. Bhd. (628267-M)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-35ff47a7359501b3d3d776bfb9f98fa176db8af6","LegalEntity","Global Tijari Holdings Berhad","","","","","","2017-07-31","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-366cddfb3f458f9f1cd11cc44ed20f6c5df765bf","LegalEntity","UER Gold","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-36ec049972304cd7331f9b94d95d97811fdc5345","LegalEntity","Wallstreet stocks list 646 FxPro Global (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-379588aed0fdbecc5db006f82614c5da2d45b5be","LegalEntity","MX3 World Wide","","","","","","2016-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-38129dd94ffb9511489a09f993ed68676e84bf26","LegalEntity","Carbon Cash Bhd (1218702-K)","","","","","","2017-07-31","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3824ae6722e759bea597001fd669efea33864405","LegalEntity","Century Dynasty Asia Pacific Sdn Bhd","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-38608b7667180022b192ad415dfcc4a620f236fb","LegalEntity","FXUnited Power Sdn Bhd (1146795-M)","","","","","","2016-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-38d387747d769e03522c7706645b9456f44c1943","LegalEntity","OCI Management Sdn Bhd (1042036X)","","","","","","2015-12-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-38f0e8b5b795a69627936822662d8cc7eed0976d","LegalEntity","Spot Gold Scheme","","","","","","2018-04-24","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-39f1646bc894baecadfa57a637edbfe35573db4c","LegalEntity","Ciotti Ciara Caitlyn","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-3a474bb79ea5942f706581824701521c6bd55a5b","LegalEntity","Mega Dynasty Sdn Bhd (931589-V)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3a4fbe5ffd0eb277d2ae549076bbba712427344b","LegalEntity","NIKPROFIT TRADING","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3b3b7206afe162764ce461a2550c5adcf0e7f546","LegalEntity","Ram Kris Venture (0024165647-K)","","","","","","2015-12-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3b51f785c11686d25fa906c0e8d74168944dfcc7","LegalEntity","VanguardFX Asian 2021","","","","","","2021-08-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3c6029bbac8d0d3483d3603b7d17db5ca6c54206","LegalEntity","MY Pilihan Cerdik A.D. Evoque Financial Group 109 (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-3c6dc8d4405c24d32828075cbe68856772901e38","LegalEntity","Invest KL Malaysia (Not related to InvestKL)","","","","","","2024-04-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2025-03-29T20:56:05"
"my-ale-3c9ff2fb6bbcc610e7b2b0eaf705129a97bcfa3f","LegalEntity","Toga Company Limited","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3db407c4cd005c3beb8aca84cd8218fefe1bd1bd","LegalEntity","Binary Indulgence Sdn Bhd (963258-W)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3dfbe3554dc9f422901c789843bf4433af508cfb","LegalEntity","MyDas FA 107 (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-3e599db73447764215640eebee257c6e51de65fc","LegalEntity","SGFM Trading Sdn Bhd (936419-V)","","","","","","2012-09-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3ec79c966f470dcb9a3be49965dfbe7b14cfa413","LegalEntity","Agarwood Venture (002273031-A)","","","","","","2015-05-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3f29b2fe4c3bf33d3bc1d9c6b70463dff71d0b36","LegalEntity","Malay Stock Success (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-3fa0ff053103192a3462f0bda8be412aa4df59a7","LegalEntity","I & A Global Community Network","","","","","","2016-09-15","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3fb5d349b543ae9c11722ab3004f70a7a142c7a2","LegalEntity","Dynamic Wira Marketing Sdn Bhd - Skim Beras 1 Malaysia","","","","","","2013-01-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3fb905f0df66726b080c30d28be90be7ef131198","LegalEntity","Zeta Capital Management","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3fba928b8f3befeaf413aadbb669eae187cd0624","LegalEntity","Pioneer Forest Sdn Bhd (1069104M)","","","","","","2016-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-3fe248bf3094235c7d631c3d05e217944419cf4c","LegalEntity","Pars Pay Sdn Bhd (813378-V)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-40037d053ece904b890b4598d4d1787b5c3054fc","LegalEntity","United American Traders Council","","","","","","2013-11-12","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4052e27d433e80d504d4a28f10a0fb5945f27fe4","LegalEntity","Premier Point Market LLC","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-40f97a195f077d46a656cba38d1e5c1eabf42b36","LegalEntity","M&FI Enterprise","","","","","","2019-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-42dee59733077944c0ba36e138317ed3f350f32f","LegalEntity","Miracle Day Trading (JR0047390-V)","","","","","","2015-09-01","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4305c93253a22d6529e96e378313511c30568909","LegalEntity","JJ Online Enterprise (SA0399360K)","","","","","","2017-06-29","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4392c1a0391b5e36d8eecbad89961ccec693c228","LegalEntity","Iconhill Holding Sdn Bhd (810775-P)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-43987cd1f1a249dae870a693a9032a3416d444ab","LegalEntity","EZYFX Berhad (1213734P)","","","","","","2019-01-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-43d615b2e3704f0124744c4a2be70ea65f4adc3f","LegalEntity","Swiss Capital Venture","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-442a988db642b8fb5127c6d1b3e4ba1ede97b2d0","LegalEntity","DBB Star Sdn Bhd (1110055-M)","","","","","","2016-02-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-446966af168fcfb4794cc327cdbc6e4e66d79817","LegalEntity","Proficiency Management and Services (002532706X)","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-44aac1fa4b495b49cc5c59282f80da37e3db257b","LegalEntity","Atlantic Global Asset Management (AGAM)","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-44ca6033bc15ee8a6e38db9d73fd36e8eb03ea34","LegalEntity","Epic Palms Bhd","","","","","","2013-03-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4583f88a6d2cfa4379a7e220e0a48623260b532b","LegalEntity","The Gold Guarantee","","","","","","2012-11-29","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-45bf5f59d2105cc11901788973e38cf9e4a1180b","LegalEntity","Asia Equity Ventures (002576131V)","","","","","","2018-10-10","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-45d4451d3daf5146e9955c2e208a848bbedb1139","LegalEntity","Syarikat Sri Alam","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-45e104c91f7f76e448ca1c9bf1eb6dbca6be1654","LegalEntity","Apex Business MIDF 161 (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-460ff73e4b0b518748537bb085a0234db3dfab78","LegalEntity","Tadawul Investment Scheme only (not related to Saudi Exchange)","","","","","","2021-10-15","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-46200cffef19107355d80600e82577f9825f8f5b","LegalEntity","Hupro International Inc","","","","","","2015-10-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4664570741b4109f285996dd1f525aff410741c1","LegalEntity","PTM4U","","","","","","2017-07-31","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-46b07407ad083ad5213fd00d5c97db22e505a102","LegalEntity","INint Global Solution - (IGS)","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-473be37b2345019a15e7403c944ae34e423362db","LegalEntity","Pok Din Consultant & Services","","","","","","2016-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4882257b3de6af563358245b0f85984620c05f63","LegalEntity","Kembara Jutawan Crypto","","","","","","2017-07-31","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-491b9f5e88006264dc0b71745f0ff9a5fe7d9e27","LegalEntity","CTK Network","","","","","","2012-10-16","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-497ce32d9cb9b61519516fe8bc9442db3ce6d63e","LegalEntity","G1001 Luno Investment","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-4a16136a8a86774602d84dab03b6cc23613853c1","LegalEntity","Classic Worldwide Corporation (M) Sdn Bhd (773082M)","","","","","","2016-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4a2b7333c0ad5b250929da2020fb9b19b79f7b11","LegalEntity","Kelab Kebajikan Sosial Malaysia (VVIP88)","","","","","","2014-04-04","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4b0e10fc8ca87e635c928e55266fa24b6ac2e30c","LegalEntity","Superbinvest Group","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4b46d536c3e7593a1693e9f93b3d85c7b6f2edb0","LegalEntity","Carousell Capital (0000140783T)","","","","","","2019-01-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4bb75188bc6263dc086eb44a1da516be1ce81ccf","LegalEntity","Preferred Trust Investment Scheme","","","","","","2022-03-10","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4c943e0e9630db83408fb688e8b5003a88901458","LegalEntity","Gan Patt Services","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4cd2b05aea3244bcb2a12aea603c6d503de78f11","LegalEntity","Saham Mantap KAF Investment Bank 143 (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-4de606696280d511d09b12850c271e7375fff8a4","LegalEntity","RGCX Trading Corp","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4df95619bc47c00d713b0c5d7020b8a282a90721","LegalEntity","Nahana Global Resources (00211411-M)","","","","","","2017-06-29","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
